date,AL,DZ,AO,AR,AU,AT,AZ,BS,BH,BD,BY,BE,BJ,BT,BO,BA,BR,BG,CA,CL,CO,CR,CI,HR,CY,CZ,DK,EC,EG,EE,FI,FR,GA,GE,DE,GR,GD,HN,HK,HU,IN,ID,IR,IQ,IE,IM,IL,IT,JP,JE,JO,KE,KW,LA,LV,LB,LT,LU,MW,MY,MV,MX,MD,MN,ME,MA,MM,NA,NP,NL,NZ,NI,NG,MK,NO,OM,PK,PS,PA,PG,PY,PE,PH,PL,PT,QA,RO,RU,WS,SA,SN,RS,SG,SK,SI,ZA,KR,ES,LK,SE,CH,TW,TZ,TH,TN,TR,UG,UA,AE,GB,US,UY,VE,VN,YE
2019-07-01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0
2019-08-01,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,35,0,0,0,7,11,0,0,0,0
2019-09-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,18,100,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,34,0,0,0,6,10,0,0,0,0
2019-10-01,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,39,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0
2019-11-01,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,100,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,18,16,0,0,0,0,0,0,0,29,0,0,21,0,11,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0
2019-12-01,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,100,0,0,0,0,0,0,0,7,12,0,0,0,0
2020-01-01,0,53,0,0,3,0,0,0,0,0,63,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0
2020-02-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0
2020-03-01,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,11,0,8,22,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,16,0,0,0,0,5,19,0,0,15,0,0,16,51,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,15,0,0,0,0,24,0,15,0,0,0,0,0,13,15,15,0,32,0,0,0,0,0,0,0,0,26,0,15,16,0,0,0,0,0,0,31,0,0,0,8,15,48,0,0,0
2020-04-01,0,0,0,14,6,0,0,0,0,0,0,0,0,0,100,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,13,0,0,0,0,8,0,0,0,0,0,39,18,0,0,0,0,0,0,0,0,0,0,0,30,100,12,0,0,0,0,0,0,0,17,0,0,0,0,0,0,20,0,0,0,0,0,18,15,15,0,30,0,0,0,0,0,0,0,0,25,0,21,0,0,0,0,0,0,0,32,0,0,0,11,17,0,0,0,0
2020-05-01,0,0,0,17,4,0,0,0,0,30,0,0,0,0,0,0,13,82,7,17,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,10,0,0,0,0,9,29,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,0,14,100,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,78,0,0,0,23,0,21,0,0,0,0,0,0,57,29,0,0,23,0,12,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0
2020-06-01,0,0,0,18,6,0,0,81,100,0,0,0,0,0,0,0,9,0,7,0,20,0,0,0,0,0,0,0,32,0,0,0,0,0,24,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,25,0,17,0,21,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,66,0,9,12,0,0,0,0
2020-07-01,0,0,0,13,4,0,0,0,0,26,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,29,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0
2020-08-01,0,0,0,14,0,0,0,0,0,27,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,7,0,0,0,0,0,19,25,0,0,22,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,19,8,12,0,0,0,0
2020-09-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,18,19,0,0,26,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0
2020-10-01,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,29,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0
2020-11-01,0,64,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0
2020-12-01,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,12,17,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0
2021-01-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,28,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,25,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0
2021-02-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0
2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0,84,0,0,7,12,0,0,0,0
2021-04-01,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,58,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0
2021-05-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,27,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0
2021-06-01,0,0,0,12,3,0,0,0,0,0,0,0,0,100,0,0,7,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0
2021-07-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,24,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0
2021-08-01,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0
2021-09-01,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0
2021-10-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,100,0,0
2021-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,29,21,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,40,0,0,0,6,12,0,0,0,0
2021-12-01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0
2022-01-01,0,0,0,20,4,0,0,0,0,19,69,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,12,0,0,0,0,6,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,0,27,19,23,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,35,0,0,0,12,19,0,0,0,0
2022-02-01,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,49,0,0,23,0,0,0,11,0,0,0,0,5,29,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,38,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,18,20,20,0,22,0,0,0,0,0,0,0,0,11,0,0,17,0,0,0,0,0,0,38,0,0,0,9,16,0,0,0,0
2022-03-01,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,16,0,0,27,0,40,0,0,0,0,0,0,0,0,25,9,0,0,0,0,4,29,0,0,0,0,0,22,0,0,64,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,7,0,0,0,0,0,22,29,13,0,24,0,0,0,0,21,0,0,0,7,0,17,0,29,0,0,0,0,0,0,0,0,16,10,17,0,0,0,0
2022-04-01,0,0,0,14,5,0,0,0,0,0,0,15,0,0,0,0,10,0,9,0,0,0,0,0,0,0,34,0,22,0,0,0,0,0,61,9,0,0,0,0,5,0,0,0,0,0,34,26,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,12,0,0,0,0,0,21,23,20,0,33,51,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,12,18,0,54,72,0
2022-05-01,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,62,25,0,0,0,0,0,25,0,0,0,0,0,4,23,0,0,0,0,37,14,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,25,0,0,0,0,0,0,0,0,0,8,17,0,69,0,0
2022-06-01,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,30,0,0,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,4,29,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,16,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0
2022-07-01,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,29,0,0,24,0,0,25,9,0,0,0,0,4,22,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,21,23,24,0,23,0,0,0,0,0,0,0,0,8,0,12,10,22,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0
2022-08-01,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,55,0,0,0,0,30,19,0,0,43,10,0,0,0,0,5,24,0,0,19,0,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,20,0,0,0,0,0,0,13,0,0,0,0,0,21,34,15,0,31,0,0,0,0,0,0,0,0,11,0,23,0,37,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0
2022-09-01,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,40,10,0,0,0,0,4,20,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,100,29,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,17,25,19,0,29,0,0,0,0,0,0,0,0,13,0,12,0,28,0,0,0,51,0,24,0,0,0,11,19,0,0,0,0
2022-10-01,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,19,0,0,0,0,0,0,0,0,0,0,22,0,0,35,0,0,0,0,0,4,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,29,14,0,0,0,0,0,0,0,0,0,0,11,0,16,0,23,0,0,0,0,0,30,0,0,0,11,16,0,0,0,0
2022-11-01,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,23,0,0,0,0,0,0,0,23,0,0,17,0,0,33,10,0,0,0,0,4,23,100,0,0,0,0,29,0,0,0,0,0,0,74,0,0,0,0,18,0,17,0,0,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,18,34,22,0,24,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,27,0,0,0,13,19,0,0,0,0
2022-12-01,0,0,0,10,4,0,0,0,0,16,0,18,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,50,0,0,0,0,0,5,17,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,22,0,16,0,0,0,0,0,0,0,12,0,0,0,60,0,0,9,0,0,0,0,0,19,29,18,0,35,56,0,28,0,0,0,0,0,11,0,23,0,31,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0
2023-01-01,0,42,0,16,5,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,35,13,0,0,0,0,4,28,0,0,0,0,0,21,0,0,71,0,0,0,0,0,0,0,0,34,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,20,30,17,0,0,73,0,0,0,0,0,44,0,13,0,18,11,22,0,0,0,0,0,24,0,0,0,8,18,0,0,0,0
2023-02-01,0,47,0,18,6,0,0,0,0,0,0,0,100,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,41,9,0,0,0,0,5,31,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,25,41,15,0,26,0,0,0,0,25,29,0,0,11,29,26,0,28,0,0,0,0,0,23,0,0,0,16,25,0,0,0,0
2023-03-01,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,72,13,0,12,0,0,0,0,0,0,0,0,0,28,0,0,25,0,0,45,10,0,0,0,0,6,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,47,0,0,18,0,10,0,0,0,0,0,0,0,19,0,0,0,0,36,0,14,0,0,0,0,0,18,41,12,100,30,0,0,0,0,23,0,0,0,12,0,12,0,0,0,0,0,0,0,31,0,0,0,12,22,0,0,0,0
2023-04-01,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,36,13,0,0,0,0,5,40,0,0,16,0,0,37,0,0,74,0,0,0,0,0,0,0,0,29,0,18,0,0,0,63,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,0,19,36,0,0,24,0,0,0,0,22,0,0,0,14,0,15,0,30,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0
2023-05-01,0,0,0,18,5,0,0,0,0,13,0,19,0,0,0,0,11,0,11,18,0,0,0,0,0,0,0,0,28,0,0,24,0,0,48,0,0,0,0,0,5,27,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,21,32,13,0,31,0,0,0,0,29,0,0,0,0,0,18,11,26,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0
2023-06-01,0,0,0,15,7,0,0,0,0,15,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,38,0,0,35,0,0,16,0,0,43,10,0,0,0,0,5,33,0,0,0,0,0,22,0,0,68,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,21,37,16,0,25,0,0,0,0,0,0,0,0,11,0,20,0,25,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0
2023-07-01,0,0,0,20,5,0,0,0,0,13,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,40,0,30,24,0,0,37,0,0,0,0,42,5,29,0,0,0,0,0,28,0,0,64,0,0,0,0,0,0,66,0,32,0,17,0,0,0,63,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,0,23,37,20,0,30,0,0,0,0,27,0,0,0,8,0,17,0,25,0,0,0,0,0,36,100,0,0,12,23,0,0,0,0
2023-08-01,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,13,70,16,16,0,0,0,0,0,0,0,0,49,0,0,20,0,0,46,9,0,0,0,0,5,32,0,0,0,0,0,40,0,0,100,0,0,0,0,0,0,0,0,18,0,22,0,0,0,60,0,0,0,21,12,0,0,0,0,0,13,0,0,0,0,0,23,41,13,0,37,0,0,0,0,23,0,0,0,11,0,11,0,21,0,0,0,0,0,35,63,0,0,12,23,0,0,0,0
2023-09-01,0,46,0,13,6,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,0,0,0,0,4,16,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,32,0,13,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0,0,0,22,34,27,0,41,82,0,0,0,31,0,57,0,9,0,19,11,21,0,0,0,0,0,38,0,0,0,13,27,0,0,0,0
2023-10-01,0,39,0,10,5,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,29,0,0,26,0,0,51,0,0,0,0,57,6,32,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,29,0,23,0,0,0,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,0,25,29,16,0,30,0,0,0,0,0,0,0,0,14,0,29,10,28,0,0,0,0,0,0,0,0,0,12,22,0,73,0,0
2023-11-01,0,0,0,17,8,0,0,0,0,18,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,52,0,0,28,0,0,26,0,0,44,0,0,0,0,0,5,20,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,25,34,20,0,37,0,0,0,0,0,0,0,0,12,0,20,12,27,0,0,0,0,0,42,0,0,0,12,24,0,58,0,100
2023-12-01,0,0,0,17,7,0,0,0,0,15,0,0,0,0,0,0,18,0,15,0,0,0,0,30,0,42,0,0,0,0,0,32,0,0,79,16,0,0,0,0,7,38,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,15,0,0,0,0,0,28,35,19,0,48,0,0,0,0,22,0,0,0,22,0,22,0,23,0,0,0,0,0,41,0,0,0,14,26,0,0,0,0
2024-01-01,0,0,0,20,6,0,0,0,0,0,0,24,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,40,9,0,0,0,52,6,28,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0,0,0,0,27,44,15,0,47,73,0,0,0,32,0,0,0,11,0,26,13,0,0,0,0,0,0,35,0,0,16,13,25,0,0,0,0
2024-02-01,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,16,0,9,28,33,0,0,0,0,0,0,0,0,0,0,33,0,0,55,12,0,0,0,0,6,40,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,23,0,0,0,0,33,0,10,0,0,0,0,0,19,41,16,0,56,0,0,0,0,0,0,0,0,11,0,27,0,0,0,0,0,0,0,50,0,0,0,14,25,0,0,0,0
2024-03-01,0,51,0,11,9,0,0,0,0,24,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,33,0,46,0,0,30,0,0,47,20,0,0,0,0,7,45,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,32,0,14,0,0,0,0,0,0,0,18,0,0,0,0,0,0,15,0,0,0,0,0,30,32,35,0,37,0,0,42,0,0,0,0,0,11,0,17,0,22,0,0,0,0,0,33,0,0,20,16,23,0,0,0,0
